Link,Name,Brand,Gender,Top_Notes,Mid_Notes,Base_Notes,Rating,Year,Category,Longevity,All_Notes,Notes
https://www.fragrantica.com/perfume/Amouage/Enclave-62856.html,Enclave,Amouage,women and men,"Peppermint, Cardamom, Cinnamon, Pink Pepper","Olibanum, Patchouli, Vetiver, Rose","Amber Xtreme, Leather, Labdanum",4.14,2020,aromatic,4.041,"Peppermint, Cardamom, Cinnamon, Pink Pepper, Olibanum, Patchouli, Vetiver, Rose, Amber Xtreme, Leather, Labdanum","['Peppermint', 'Cardamom', 'Cinnamon', 'Pink Pepper', 'Olibanum', 'Patchouli', 'Vetiver', 'Rose', 'Amber Xtreme', 'Leather', 'Labdanum']"
https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-Le-Toit-11502.html,Un Jardin Sur Le Toit,Hermès,women and men,,,"Grass, Red Apple, Rose, Pear, Rosemary, Magnolia",4.05,2011,green,3.017,"Grass, Red Apple, Rose, Pear, Rosemary, Magnolia","['Grass', 'Red Apple', 'Rose', 'Pear', 'Rosemary', 'Magnolia']"
https://www.fragrantica.com/perfume/Roja-Dove/Oceania-57385.html,Oceania,Roja Dove,women and men,"Lavender, Grapefruit, Lemon, Lime, Bergamot, Mandarin Orange, Rosemary, Thyme, Litsea Cubeba","Violet, Geranium, Jasmine, Jasmine Sambac, Ylang, Ylang","Iris, Musk, Juniper Berries, Moss, Cedar, Vetiver, Sandalwood, Galbanum, Benzoin, Labdanum, Vanilla",4.16,2019,citrus,3.367,"Lavender, Grapefruit, Lemon, Lime, Bergamot, Mandarin Orange, Rosemary, Thyme, Litsea Cubeba, Violet, Geranium, Jasmine, Jasmine Sambac, Ylang, Ylang, Iris, Musk, Juniper Berries, Moss, Cedar, Vetiver, Sandalwood, Galbanum, Benzoin, Labdanum, Vanilla","['Lavender', 'Grapefruit', 'Lemon', 'Lime', 'Bergamot', 'Mandarin Orange', 'Rosemary', 'Thyme', 'Litsea Cubeba', 'Violet', 'Geranium', 'Jasmine', 'Jasmine Sambac', 'Ylang', 'Ylang', 'Iris', 'Musk', 'Juniper Berries', 'Moss', 'Cedar', 'Vetiver', 'Sandalwood', 'Galbanum', 'Benzoin', 'Labdanum', 'Vanilla']"
https://www.fragrantica.com/perfume/Les-Liquides-Imaginaires/Dom-Rosa-23083.html,Dom Rosa,Les Liquides Imaginaires,women and men,"Champagne, Pomelo, Pear","Damask Rose, Cloves, Olibanum","Woody Notes, Cedar, Vetiver, Guaiac Wood",4.09,2013,woody,2.966,"Champagne, Pomelo, Pear, Damask Rose, Cloves, Olibanum, Woody Notes, Cedar, Vetiver, Guaiac Wood","['Champagne', 'Pomelo', 'Pear', 'Damask Rose', 'Cloves', 'Olibanum', 'Woody Notes', 'Cedar', 'Vetiver', 'Guaiac Wood']"
https://www.fragrantica.com/perfume/Marc-Jacobs/Daisy-Eau-So-Fresh-10858.html,Daisy Eau So Fresh,Marc Jacobs,women,"Green Notes, Raspberry, Pear, Grapefruit","Violet, Litchi, Apple Blossom, Rose, Jasmine","Musk, Plum, Virginia Cedar",4.05,2011,fruity,2.613,"Green Notes, Raspberry, Pear, Grapefruit, Violet, Litchi, Apple Blossom, Rose, Jasmine, Musk, Plum, Virginia Cedar","['Green Notes', 'Raspberry', 'Pear', 'Grapefruit', 'Violet', 'Litchi', 'Apple Blossom', 'Rose', 'Jasmine', 'Musk', 'Plum', 'Virginia Cedar']"
https://www.fragrantica.com/perfume/Xerjoff/Quattro-Pizzi-91640.html,Quattro Pizzi,Xerjoff,women and men,"Davana, Rum, Pink Pepper, Coriander","Tuberose, Coconut","Tonka Bean, Tobacco Leaf, Hay",4.12,2024,green,3.673,"Davana, Rum, Pink Pepper, Coriander, Tuberose, Coconut, Tonka Bean, Tobacco Leaf, Hay","['Davana', 'Rum', 'Pink Pepper', 'Coriander', 'Tuberose', 'Coconut', 'Tonka Bean', 'Tobacco Leaf', 'Hay']"
https://www.fragrantica.com/perfume/Guerlain/Cuir-Beluga-1019.html,Cuir Béluga,Guerlain,women and men,"Tangerine, Aldehydes","Immortelle, Patchouli","Vanilla, Suede, Heliotrope, Amber",4.36,2005,gourmand,3.462,"Tangerine, Aldehydes, Immortelle, Patchouli, Vanilla, Suede, Heliotrope, Amber","['Tangerine', 'Aldehydes', 'Immortelle', 'Patchouli', 'Vanilla', 'Suede', 'Heliotrope', 'Amber']"
https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-Soleil-Cristal-65156.html,La Vie Est Belle Soleil Cristal,Lancôme,women,"Mandarin Orange, Pink Pepper, Bergamot","Ylang, Ylang, Iris, Orange Blossom, Jasmine","Coconut, Vanilla, Patchouli",3.78,2021,gourmand,3.589,"Mandarin Orange, Pink Pepper, Bergamot, Ylang, Ylang, Iris, Orange Blossom, Jasmine, Coconut, Vanilla, Patchouli","['Mandarin Orange', 'Pink Pepper', 'Bergamot', 'Ylang', 'Ylang', 'Iris', 'Orange Blossom', 'Jasmine', 'Coconut', 'Vanilla', 'Patchouli']"
https://www.fragrantica.com/perfume/Montale/Vanille-Absolu-4064.html,Vanille Absolu,Montale,women,,,"Vanilla, Cinnamon, Woody Notes, Cloves",4,2008,warm spicy,3.726,"Vanilla, Cinnamon, Woody Notes, Cloves","['Vanilla', 'Cinnamon', 'Woody Notes', 'Cloves']"
https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Legere-48103.html,Good Girl Légère,Carolina Herrera,women,"Ylang, Ylang, Mandarin Orange, Bergamot, Lemon","Tuberose, Jasmine, Orange Blossom, Bulgarian Rose","Dulce, Praline, Tonka Bean, Cinnamon, Cashmirwood, Sandalwood, Musk, Amber, Patchouli, Cedar",4.14,2018,gourmand,3.515,"Ylang, Ylang, Mandarin Orange, Bergamot, Lemon, Tuberose, Jasmine, Orange Blossom, Bulgarian Rose, Dulce, Praline, Tonka Bean, Cinnamon, Cashmirwood, Sandalwood, Musk, Amber, Patchouli, Cedar","['Ylang', 'Ylang', 'Mandarin Orange', 'Bergamot', 'Lemon', 'Tuberose', 'Jasmine', 'Orange Blossom', 'Bulgarian Rose', 'Dulce', 'Praline', 'Tonka Bean', 'Cinnamon', 'Cashmirwood', 'Sandalwood', 'Musk', 'Amber', 'Patchouli', 'Cedar']"
https://www.fragrantica.com/perfume/Mancera/Hindu-Kush-49030.html,Hindu Kush,Mancera,women and men,"Incense, Spicescannabis, Labdanum","Woody Notes, Patchouli Leaf","Amber, Guaiac Wood, White Musk, Vanilla Pod",3.95,2018,woody,4.012,"Incense, Spicescannabis, Labdanum, Woody Notes, Patchouli Leaf, Amber, Guaiac Wood, White Musk, Vanilla Pod","['Incense', 'Spicescannabis', 'Labdanum', 'Woody Notes', 'Patchouli Leaf', 'Amber', 'Guaiac Wood', 'White Musk', 'Vanilla Pod']"
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Al-Nashama-Caprice-89764.html,Al Nashama Caprice,Lattafa Perfumes,women and men,"Cardamom, Ginger, Bergamot, Lemon","Lavender, Geranium, Mint","Amber, Cedarwood, Patchouli, Vetiver",4.5,2024,warm spicy,3.625,"Cardamom, Ginger, Bergamot, Lemon, Lavender, Geranium, Mint, Amber, Cedarwood, Patchouli, Vetiver","['Cardamom', 'Ginger', 'Bergamot', 'Lemon', 'Lavender', 'Geranium', 'Mint', 'Amber', 'Cedarwood', 'Patchouli', 'Vetiver']"
https://www.fragrantica.com/perfume/BDK-Parfums/Creme-de-Cuir-51469.html,Crème de Cuir,BDK Parfums,women and men,"Pineapple, Grapefruit, Bergamot, Mandarin Orange","White Suede, Sandalwood, Pink Pepper, Pepper","Cashmeran, Vanilla, White Musk, Gray Musk, Birch",3.97,2018,musky,3.287,"Pineapple, Grapefruit, Bergamot, Mandarin Orange, White Suede, Sandalwood, Pink Pepper, Pepper, Cashmeran, Vanilla, White Musk, Gray Musk, Birch","['Pineapple', 'Grapefruit', 'Bergamot', 'Mandarin Orange', 'White Suede', 'Sandalwood', 'Pink Pepper', 'Pepper', 'Cashmeran', 'Vanilla', 'White Musk', 'Gray Musk', 'Birch']"
https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Men-12865.html,212 VIP Men,Carolina Herrera,men,"Passionfruit, Lime, Pepper, Ginger","Vodka, Gin, Mint, Spices","Amber, Leather, Woodsy Notes",4.17,2011,aromatic,3.596,"Passionfruit, Lime, Pepper, Ginger, Vodka, Gin, Mint, Spices, Amber, Leather, Woodsy Notes","['Passionfruit', 'Lime', 'Pepper', 'Ginger', 'Vodka', 'Gin', 'Mint', 'Spices', 'Amber', 'Leather', 'Woodsy Notes']"
https://www.fragrantica.com/perfume/Attar-Collection/Hayati-50344.html,Hayati,Attar Collection,women and men,"Raspberry, Berry Fruits, Pineapple","Whipped Cream, Honey, Black Currant, Plum, Floral Notes","Ice, Vanilla, White Musk",3.77,2018,gourmand,3.036,"Raspberry, Berry Fruits, Pineapple, Whipped Cream, Honey, Black Currant, Plum, Floral Notes, Ice, Vanilla, White Musk","['Raspberry', 'Berry Fruits', 'Pineapple', 'Whipped Cream', 'Honey', 'Black Currant', 'Plum', 'Floral Notes', 'Ice', 'Vanilla', 'White Musk']"
https://www.fragrantica.com/perfume/Amouage/Honour-Woman-12762.html,Honour Woman,Amouage,women,"Rhuburb, Pepper, Coriander","Gardenia, Tuberose, Jasmine, Lily, Valley, Carnation","Amber, Incense, Opoponax, Vetiver, Leather",4.02,2011,green,3.649,"Rhuburb, Pepper, Coriander, Gardenia, Tuberose, Jasmine, Lily, Valley, Carnation, Amber, Incense, Opoponax, Vetiver, Leather","['Rhuburb', 'Pepper', 'Coriander', 'Gardenia', 'Tuberose', 'Jasmine', 'Lily', 'Valley', 'Carnation', 'Amber', 'Incense', 'Opoponax', 'Vetiver', 'Leather']"
https://www.fragrantica.com/perfume/Zara/Rose-Gourmand-For-Her-63268.html,Rose Gourmand For Her,Zara,women,Rose,Amber,Vanila,4.05,2020,floral,3.512,"Rose, Amber, Vanila","['Rose', 'Amber', 'Vanila']"
https://www.fragrantica.com/perfume/Coach/Coach-Love-Eau-de-Parfum-83465.html,Coach Love Eau de Parfum,Coach,women,Wild Strawberry,Red Rose,Cedarwood,4.08,2023,fruity,2.712,"Wild Strawberry, Red Rose, Cedarwood","['Wild Strawberry', 'Red Rose', 'Cedarwood']"
https://www.fragrantica.com/perfume/Cacharel/Eden-244.html,Eden,Cacharel,women,"Peach, Bergamot, Mandarin Orange, Lemon","Water Lily, Mimosa, Tuberose, Melon, Lotus, Pineapple, Jasmine, Lily, Valley, Rose","Patchouli, Black, Sandalwood, Cedar, Tonka Bean",3.63,1994,floral,4.136,"Peach, Bergamot, Mandarin Orange, Lemon, Water Lily, Mimosa, Tuberose, Melon, Lotus, Pineapple, Jasmine, Lily, Valley, Rose, Patchouli, Black, Sandalwood, Cedar, Tonka Bean","['Peach', 'Bergamot', 'Mandarin Orange', 'Lemon', 'Water Lily', 'Mimosa', 'Tuberose', 'Melon', 'Lotus', 'Pineapple', 'Jasmine', 'Lily', 'Valley', 'Rose', 'Patchouli', 'Black', 'Sandalwood', 'Cedar', 'Tonka Bean']"
https://www.fragrantica.com/perfume/Chanel/Le-Lion-Eau-de-Parfum-61036.html,Le Lion Eau de Parfum,Chanel,women and men,"Bergamot, Lemon","Labdanum, Amber","Patchouli, Madagascar Vanilla, Musk, Sandalwood",4.12,2020,woody,4.019,"Bergamot, Lemon, Labdanum, Amber, Patchouli, Madagascar Vanilla, Musk, Sandalwood","['Bergamot', 'Lemon', 'Labdanum', 'Amber', 'Patchouli', 'Madagascar Vanilla', 'Musk', 'Sandalwood']"
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/La-Belle-Paradise-Garden-88873.html,La Belle Paradise Garden,Jean Paul Gaultier,women,Blue Lotus,Iris,Vanilla,4.06,2024,floral,3.447,"Blue Lotus, Iris, Vanilla","['Blue Lotus', 'Iris', 'Vanilla']"
https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/L-Aventure-40405.html,L'Aventure,Al Haramain Perfumes,men,"Lemon, Bergamotelemi","Woody Notes, Jasmine, Lily, Valley","Musk, Patchouli, Amber",4.22,2016,citrus,3.427,"Lemon, Bergamotelemi, Woody Notes, Jasmine, Lily, Valley, Musk, Patchouli, Amber","['Lemon', 'Bergamotelemi', 'Woody Notes', 'Jasmine', 'Lily', 'Valley', 'Musk', 'Patchouli', 'Amber']"
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Profumo-34761.html,Armani Code Profumo,Giorgio Armani,men,"Cardamom, Green Apple, Green Mandarin","Nutmeg, Lavender, Orange Blossom","Tonka Bean, Amber, Leather",4.24,2016,warm spicy,3.813,"Cardamom, Green Apple, Green Mandarin, Nutmeg, Lavender, Orange Blossom, Tonka Bean, Amber, Leather","['Cardamom', 'Green Apple', 'Green Mandarin', 'Nutmeg', 'Lavender', 'Orange Blossom', 'Tonka Bean', 'Amber', 'Leather']"
https://www.fragrantica.com/perfume/Nishane/Wulong-Cha-X-80465.html,Wulong Cha X,Nishane,women and men,"Bergamot, Yuzu, Litsea Cubeba, Mandarin Orange","Green Tea, Magnolia, Thyme","Musk, Fig",4.3,2023,citrus,3.603,"Bergamot, Yuzu, Litsea Cubeba, Mandarin Orange, Green Tea, Magnolia, Thyme, Musk, Fig","['Bergamot', 'Yuzu', 'Litsea Cubeba', 'Mandarin Orange', 'Green Tea', 'Magnolia', 'Thyme', 'Musk', 'Fig']"
https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Eau-de-Parfum-Intense-83977.html,Si Eau de Parfum Intense,Giorgio Armani,women,Black Currant,"May Rose, Davana","Bourbon Vanilla, Vanilla, Black Tea",3.96,2023,fruity,3.322,"Black Currant, May Rose, Davana, Bourbon Vanilla, Vanilla, Black Tea","['Black Currant', 'May Rose', 'Davana', 'Bourbon Vanilla', 'Vanilla', 'Black Tea']"
https://www.fragrantica.com/perfume/Gucci/Gucci-Rush-686.html,Gucci Rush,Gucci,women,"Peach, Californian Gardenia, African Freesia Petals","Coriander, Damask Rose, Jasmine","Patchouli, Natural Vanilla, Vetiver",3.78,1999,aromatic,3.939,"Peach, Californian Gardenia, African Freesia Petals, Coriander, Damask Rose, Jasmine, Patchouli, Natural Vanilla, Vetiver","['Peach', 'Californian Gardenia', 'African Freesia Petals', 'Coriander', 'Damask Rose', 'Jasmine', 'Patchouli', 'Natural Vanilla', 'Vetiver']"
https://www.fragrantica.com/perfume/Lalique/Perles-De-Lalique-1833.html,Perles De Lalique,Lalique,women,Rose,"Pepper, Iris, Powdery Notes","Patchouli, Oakmoss, Vetiver, Orris Root, Cashmirwood",4.01,2006,woody,3.359,"Rose, Pepper, Iris, Powdery Notes, Patchouli, Oakmoss, Vetiver, Orris Root, Cashmirwood","['Rose', 'Pepper', 'Iris', 'Powdery Notes', 'Patchouli', 'Oakmoss', 'Vetiver', 'Orris Root', 'Cashmirwood']"
https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Tilda-Swinton-Like-This-8893.html,Tilda Swinton Like This,Etat Libre d'Orange,women,,,"Pumpkin, Immortelle, Ginger, Tangerine, Heliotrope, Musk, Vetiver, Neroli, Rose",3.96,2010,warm spicy,3.254,"Pumpkin, Immortelle, Ginger, Tangerine, Heliotrope, Musk, Vetiver, Neroli, Rose","['Pumpkin', 'Immortelle', 'Ginger', 'Tangerine', 'Heliotrope', 'Musk', 'Vetiver', 'Neroli', 'Rose']"
https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Remarkable-People-30504.html,Remarkable People,Etat Libre d'Orange,women and men,"Grapefruit, Champagne, Cardamom","Black Pepper, Curry Tree, Jasmine","Sandalwood, Lorenox, Labdanum",3.92,2015,warm spicy,2.815,"Grapefruit, Champagne, Cardamom, Black Pepper, Curry Tree, Jasmine, Sandalwood, Lorenox, Labdanum","['Grapefruit', 'Champagne', 'Cardamom', 'Black Pepper', 'Curry Tree', 'Jasmine', 'Sandalwood', 'Lorenox', 'Labdanum']"
https://www.fragrantica.com/perfume/Gritti/Duchessa-63729.html,Duchessa,Gritti,women and men,"Saffron, Black Cherry, Bitter Orange, Peach","Cloves, Chocolate, Jasmine","Sweet Almond, Iris, Brown",3.93,2020,warm spicy,3.436,"Saffron, Black Cherry, Bitter Orange, Peach, Cloves, Chocolate, Jasmine, Sweet Almond, Iris, Brown","['Saffron', 'Black Cherry', 'Bitter Orange', 'Peach', 'Cloves', 'Chocolate', 'Jasmine', 'Sweet Almond', 'Iris', 'Brown']"
https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Under-the-Stars-83774.html,Under the Stars,Maison Martin Margiela,women and men,Black Pepper,Leather,"Agarwood, Oud, Labdanum",3.3,2023,woody,3.567,"Black Pepper, Leather, Agarwood, Oud, Labdanum","['Black Pepper', 'Leather', 'Agarwood', 'Oud', 'Labdanum']"
https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Frustration-71611.html,Frustration,Etat Libre d'Orange,women and men,"Rum, Cinnamon, Cumin","Vanilla, Vanilla Absolute, Labdanum","Chestnut, Bourbon Vetiver, Guaiacol",3.8,2022,woody,3.473,"Rum, Cinnamon, Cumin, Vanilla, Vanilla Absolute, Labdanum, Chestnut, Bourbon Vetiver, Guaiacol","['Rum', 'Cinnamon', 'Cumin', 'Vanilla', 'Vanilla Absolute', 'Labdanum', 'Chestnut', 'Bourbon Vetiver', 'Guaiacol']"
https://www.fragrantica.com/perfume/Trussardi/Passeggiata-In-Galleria-Vittorio-Emanuele-II-59827.html,Passeggiata In Galleria Vittorio Emanuele II,Trussardi,women and men,"Hazelnut, Coffee, Cinnamon","Tuberose, Coconut, Jasmine Sambac","Vanilla, White Musk, Cedar",3.95,2020,woody,3.268,"Hazelnut, Coffee, Cinnamon, Tuberose, Coconut, Jasmine Sambac, Vanilla, White Musk, Cedar","['Hazelnut', 'Coffee', 'Cinnamon', 'Tuberose', 'Coconut', 'Jasmine Sambac', 'Vanilla', 'White Musk', 'Cedar']"
https://www.fragrantica.com/perfume/Elie-Saab/Le-Parfum-12258.html,Le Parfum,Elie Saab,women,African Orange Flower,Jasmine,"White Honey, Patchouli, Rose, Virginia Cedar",4.01,2011,gourmand,3.587,"African Orange Flower, Jasmine, White Honey, Patchouli, Rose, Virginia Cedar","['African Orange Flower', 'Jasmine', 'White Honey', 'Patchouli', 'Rose', 'Virginia Cedar']"
https://www.fragrantica.com/perfume/Cartier/Declaration-307.html,Declaration,Cartier,men,"Bitter Orange, Caraway, Birch, Bergamot, Coriander, Mandarin Orange, Neroli, Artemisia","Guatemalan Cardamom, Pepper, Ginger, Iris, Juniper, Cinnamon, Orris Root, Jasmine","Tahitian Vetiver, Tea, Cedar, Leather, Oakmoss, Amber",4.04,1998,aromatic,3.406,"Bitter Orange, Caraway, Birch, Bergamot, Coriander, Mandarin Orange, Neroli, Artemisia, Guatemalan Cardamom, Pepper, Ginger, Iris, Juniper, Cinnamon, Orris Root, Jasmine, Tahitian Vetiver, Tea, Cedar, Leather, Oakmoss, Amber","['Bitter Orange', 'Caraway', 'Birch', 'Bergamot', 'Coriander', 'Mandarin Orange', 'Neroli', 'Artemisia', 'Guatemalan Cardamom', 'Pepper', 'Ginger', 'Iris', 'Juniper', 'Cinnamon', 'Orris Root', 'Jasmine', 'Tahitian Vetiver', 'Tea', 'Cedar', 'Leather', 'Oakmoss', 'Amber']"
https://www.fragrantica.com/perfume/Giorgio-Armani/Ocean-di-Gioia-59809.html,Ocean di Gioia,Giorgio Armani,women,"Pear, Green Notes, Citruses","Water Jasmine, Lily, Valley, Salt, Rose","Musk, Sandalwood",4.06,2020,green,2.872,"Pear, Green Notes, Citruses, Water Jasmine, Lily, Valley, Salt, Rose, Musk, Sandalwood","['Pear', 'Green Notes', 'Citruses', 'Water Jasmine', 'Lily', 'Valley', 'Salt', 'Rose', 'Musk', 'Sandalwood']"
https://www.fragrantica.com/perfume/Gucci/Intense-Oud-32743.html,Intense Oud,Gucci,women and men,"Frankincense, Raspberry, Saffron, Pear","Damask Rose, Musk, Orange Blossom","Agarwood, Leather, Ambergris, Patchouli",4.49,2016,warm spicy,3.959,"Frankincense, Raspberry, Saffron, Pear, Damask Rose, Musk, Orange Blossom, Agarwood, Leather, Ambergris, Patchouli","['Frankincense', 'Raspberry', 'Saffron', 'Pear', 'Damask Rose', 'Musk', 'Orange Blossom', 'Agarwood', 'Leather', 'Ambergris', 'Patchouli']"
https://www.fragrantica.com/perfume/Memo-Paris/Irish-Leather-18393.html,Irish Leather,Memo Paris,women and men,,,"Leather, Bagas de Zimbro, Mate, Amber, Tonka Bean",4.01,2013,aromatic,3.563,"Leather, Bagas de Zimbro, Mate, Amber, Tonka Bean","['Leather', 'Bagas de Zimbro', 'Mate', 'Amber', 'Tonka Bean']"
https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Nectar-88938.html,My Way Nectar,Giorgio Armani,women,"Pear, Orange Blossom, Bergamot","Tuberose, Jasmine, Violet Leaf","White Musk, Bourbon Vanilla, Cedarwood",3.95,2024,citrus,2.9,"Pear, Orange Blossom, Bergamot, Tuberose, Jasmine, Violet Leaf, White Musk, Bourbon Vanilla, Cedarwood","['Pear', 'Orange Blossom', 'Bergamot', 'Tuberose', 'Jasmine', 'Violet Leaf', 'White Musk', 'Bourbon Vanilla', 'Cedarwood']"
https://www.fragrantica.com/perfume/Parfums-de-Marly/Kalan-56036.html,Kalan,Parfums de Marly,women and men,"Spices, Blood Orange, Black Pepper","Lavender, Orange Blossom","Woody Notes, Moss, White Sandalwood, Tonka Bean, Amber",3.7,2019,warm spicy,3.869,"Spices, Blood Orange, Black Pepper, Lavender, Orange Blossom, Woody Notes, Moss, White Sandalwood, Tonka Bean, Amber","['Spices', 'Blood Orange', 'Black Pepper', 'Lavender', 'Orange Blossom', 'Woody Notes', 'Moss', 'White Sandalwood', 'Tonka Bean', 'Amber']"
https://www.fragrantica.com/perfume/Chanel/Coco-Mademoiselle-Parfum-6928.html,Coco Mademoiselle Parfum,Chanel,women,"Bergamot, Orange, Grapefruit","Rose, Litchi, Jasmine","Patchouli, Vanilla, Musk, Vetiver",4.27,,citrus,3.838,"Bergamot, Orange, Grapefruit, Rose, Litchi, Jasmine, Patchouli, Vanilla, Musk, Vetiver","['Bergamot', 'Orange', 'Grapefruit', 'Rose', 'Litchi', 'Jasmine', 'Patchouli', 'Vanilla', 'Musk', 'Vetiver']"
https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-1681.html,Acqua di Parma Colonia,Acqua di Parma,women and men,,,"Citruses, Lavender, Rosemary, Lemon Verbena, Musk, Vetiver, Rose, Jasmine, Sandalwood, Patchouli, Amber",4.16,1916,citrus,2.77,"Citruses, Lavender, Rosemary, Lemon Verbena, Musk, Vetiver, Rose, Jasmine, Sandalwood, Patchouli, Amber","['Citruses', 'Lavender', 'Rosemary', 'Lemon Verbena', 'Musk', 'Vetiver', 'Rose', 'Jasmine', 'Sandalwood', 'Patchouli', 'Amber']"
https://www.fragrantica.com/perfume/Trussardi/Limitless-Shopping-Via-della-Spiga-59826.html,Limitless Shopping Via della Spiga,Trussardi,women and men,"Apple, Honeycomb, Bergamot","Honey, Jasmine, Mahonial, Rose","Tonka Bean, Heliotrope, Musk, Hawthorn",4.16,2020,gourmand,3.336,"Apple, Honeycomb, Bergamot, Honey, Jasmine, Mahonial, Rose, Tonka Bean, Heliotrope, Musk, Hawthorn","['Apple', 'Honeycomb', 'Bergamot', 'Honey', 'Jasmine', 'Mahonial', 'Rose', 'Tonka Bean', 'Heliotrope', 'Musk', 'Hawthorn']"
https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-153.html,Aqva Pour Homme,Bvlgari,men,"Mandarin Orange, Orange, Petitgrain","Seaweed, Lavender, Cotton Flower","Virginia Cedar, Woodsy Notes, Patchouli, Clary Sage, Amber",4.15,2005,citrus,3.133,"Mandarin Orange, Orange, Petitgrain, Seaweed, Lavender, Cotton Flower, Virginia Cedar, Woodsy Notes, Patchouli, Clary Sage, Amber","['Mandarin Orange', 'Orange', 'Petitgrain', 'Seaweed', 'Lavender', 'Cotton Flower', 'Virginia Cedar', 'Woodsy Notes', 'Patchouli', 'Clary Sage', 'Amber']"
https://www.fragrantica.com/perfume/Lush/Lord-of-Misrule-29173.html,Lord of Misrule,Lush,women and men,,,"Patchouli, Vanilla, Pepper",4.32,2014,warm spicy,3.657,"Patchouli, Vanilla, Pepper","['Patchouli', 'Vanilla', 'Pepper']"
https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Springtime-in-a-Park-55927.html,Springtime in a Park,Maison Martin Margiela,women and men,,,"Lily of the Valley, Pear, Musk",3.73,2019,musky,2.685,"Lily of the Valley, Pear, Musk","['Lily of the Valley', 'Pear', 'Musk']"
https://www.fragrantica.com/perfume/Zara/Ebony-Wood-58157.html,Ebony Wood,Zara,women and men,,,"Ebony Tree, Cloves, Pink Pepper",4.14,2019,warm spicy,3.281,"Ebony Tree, Cloves, Pink Pepper","['Ebony Tree', 'Cloves', 'Pink Pepper']"
https://www.fragrantica.com/perfume/Frederic-Malle/En-Passant-2793.html,En Passant,Frederic Malle,women,"Watery Notes, Cucumber, Galbanum, Banana, Basil, Calamus, Orange","Lilac, Lily, Valley, Jasmine, Honey, Petitgrain, Rose, Carnation, Broom","Musk, Wheat, Amber, Sandalwood, Cedar, Vanilla",4.17,2000,aquatic,2.785,"Watery Notes, Cucumber, Galbanum, Banana, Basil, Calamus, Orange, Lilac, Lily, Valley, Jasmine, Honey, Petitgrain, Rose, Carnation, Broom, Musk, Wheat, Amber, Sandalwood, Cedar, Vanilla","['Watery Notes', 'Cucumber', 'Galbanum', 'Banana', 'Basil', 'Calamus', 'Orange', 'Lilac', 'Lily', 'Valley', 'Jasmine', 'Honey', 'Petitgrain', 'Rose', 'Carnation', 'Broom', 'Musk', 'Wheat', 'Amber', 'Sandalwood', 'Cedar', 'Vanilla']"
https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Intense-68596.html,My Way Intense,Giorgio Armani,women,"Orange Blossom, Bitter Orange","Indian Tuberose, Tuberose","Madagascar Vanilla, Sandalwood",3.9,2021,citrus,3.607,"Orange Blossom, Bitter Orange, Indian Tuberose, Tuberose, Madagascar Vanilla, Sandalwood","['Orange Blossom', 'Bitter Orange', 'Indian Tuberose', 'Tuberose', 'Madagascar Vanilla', 'Sandalwood']"
https://www.fragrantica.com/perfume/Chanel/Coco-Eau-de-Parfum-609.html,Coco Eau de Parfum,Chanel,women,"Bulgarian Rose, Coriander, Peach, Jasmine, Mandarin Orange","Cloves, Rose, Orange Blossom, Mimosa, Clover","Amber, Sandalwood, Tonka Bean, Opoponax, Civet, Vanilla, Labdanum",4.26,1984,warm spicy,4.036,"Bulgarian Rose, Coriander, Peach, Jasmine, Mandarin Orange, Cloves, Rose, Orange Blossom, Mimosa, Clover, Amber, Sandalwood, Tonka Bean, Opoponax, Civet, Vanilla, Labdanum","['Bulgarian Rose', 'Coriander', 'Peach', 'Jasmine', 'Mandarin Orange', 'Cloves', 'Rose', 'Orange Blossom', 'Mimosa', 'Clover', 'Amber', 'Sandalwood', 'Tonka Bean', 'Opoponax', 'Civet', 'Vanilla', 'Labdanum']"
https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Rose-22857.html,212 VIP Rosé,Carolina Herrera,women,"Champagne Ros, Pink Pepper","Peach Blossom, Rose","White Musk, Woody Notes",4.04,2014,floral,3.269,"Champagne Ros, Pink Pepper, Peach Blossom, Rose, White Musk, Woody Notes","['Champagne Ros', 'Pink Pepper', 'Peach Blossom', 'Rose', 'White Musk', 'Woody Notes']"
